player 1,player 2,winner,winner points,Total_points,depth
"{'apertura': {'corner': 0.6484, 'mob': 0.5116, 'stable': 0.6539, 'parity': 0.3916, 'pos': 0.6423}, 'medio': {'corner': 0.5801, 'mob': 0.501, 'stable': 0.4684, 'parity': 0.5198, 'pos': 0.4561}, 'final': {'corner': 0.5331, 'mob': 0.3681, 'stable': 0.6491, 'parity': 0.6376, 'pos': 0.5906}}",minimax,"{'apertura': {'corner': 0.6484, 'mob': 0.5116, 'stable': 0.6539, 'parity': 0.3916, 'pos': 0.6423}, 'medio': {'corner': 0.5801, 'mob': 0.501, 'stable': 0.4684, 'parity': 0.5198, 'pos': 0.4561}, 'final': {'corner': 0.5331, 'mob': 0.3681, 'stable': 0.6491, 'parity': 0.6376, 'pos': 0.5906}}",42,64,63
"{'apertura': {'corner': 0.6395, 'mob': 0.5304, 'stable': 0.659, 'parity': 0.4163, 'pos': 0.6394}, 'medio': {'corner': 0.5874, 'mob': 0.5166, 'stable': 0.5261, 'parity': 0.4852, 'pos': 0.4999}, 'final': {'corner': 0.518, 'mob': 0.3636, 'stable': 0.654, 'parity': 0.5783, 'pos': 0.6013}}",minimax,minimax,41,64,60
"{'apertura': {'corner': 0.6062, 'mob': 0.5585, 'stable': 0.6906, 'parity': 0.4517, 'pos': 0.5799}, 'medio': {'corner': 0.5126, 'mob': 0.5231, 'stable': 0.493, 'parity': 0.5036, 'pos': 0.4474}, 'final': {'corner': 0.5226, 'mob': 0.3871, 'stable': 0.6672, 'parity': 0.6929, 'pos': 0.5353}}",minimax,"{'apertura': {'corner': 0.6062, 'mob': 0.5585, 'stable': 0.6906, 'parity': 0.4517, 'pos': 0.5799}, 'medio': {'corner': 0.5126, 'mob': 0.5231, 'stable': 0.493, 'parity': 0.5036, 'pos': 0.4474}, 'final': {'corner': 0.5226, 'mob': 0.3871, 'stable': 0.6672, 'parity': 0.6929, 'pos': 0.5353}}",43,64,60
"{'apertura': {'corner': 0.6785, 'mob': 0.5875, 'stable': 0.5912, 'parity': 0.5108, 'pos': 0.6347}, 'medio': {'corner': 0.3812, 'mob': 0.5799, 'stable': 0.3923, 'parity': 0.4637, 'pos': 0.5751}, 'final': {'corner': 0.5735, 'mob': 0.4327, 'stable': 0.7425, 'parity': 0.7244, 'pos': 0.5869}}",minimax,minimax,45,64,61
"{'apertura': {'corner': 0.6048, 'mob': 0.563, 'stable': 0.6329, 'parity': 0.434, 'pos': 0.6287}, 'medio': {'corner': 0.5497, 'mob': 0.5151, 'stable': 0.5391, 'parity': 0.4516, 'pos': 0.4971}, 'final': {'corner': 0.4847, 'mob': 0.3942, 'stable': 0.6237, 'parity': 0.5958, 'pos': 0.5685}}",minimax,minimax,41,64,60
"{'apertura': {'corner': 0.6265, 'mob': 0.6498728563627083, 'stable': 0.6595, 'parity': 0.3179, 'pos': 0.6482}, 'medio': {'corner': 0.5955, 'mob': 0.4537, 'stable': 0.4398, 'parity': 0.5213, 'pos': 0.3604}, 'final': {'corner': 0.5238, 'mob': 0.3859, 'stable': 0.5544, 'parity': 0.6657, 'pos': 0.5447}}",minimax,minimax,34,63,60
"{'apertura': {'corner': 0.6139, 'mob': 0.5301, 'stable': 0.6176, 'parity': 0.3643, 'pos': 0.6816}, 'medio': {'corner': 0.629, 'mob': 0.4836, 'stable': 0.5612, 'parity': 0.4599, 'pos': 0.546}, 'final': {'corner': 0.4217, 'mob': 0.4095, 'stable': 0.5934, 'parity': 0.5219, 'pos': 0.6695}}",minimax,minimax,42,64,61
"{'apertura': {'corner': 0.6559, 'mob': 0.6468, 'stable': 0.5886, 'parity': 0.5306, 'pos': 0.6172}, 'medio': {'corner': 0.3391, 'mob': 0.5774, 'stable': 0.4403, 'parity': 0.4313, 'pos': 0.6275}, 'final': {'corner': 0.4871, 'mob': 0.4908, 'stable': 0.7273, 'parity': 0.7102, 'pos': 0.6359}}",minimax,"{'apertura': {'corner': 0.6559, 'mob': 0.6468, 'stable': 0.5886, 'parity': 0.5306, 'pos': 0.6172}, 'medio': {'corner': 0.3391, 'mob': 0.5774, 'stable': 0.4403, 'parity': 0.4313, 'pos': 0.6275}, 'final': {'corner': 0.4871, 'mob': 0.4908, 'stable': 0.7273, 'parity': 0.7102, 'pos': 0.6359}}",42,64,60
"{'apertura': {'corner': 0.6434, 'mob': 0.5151, 'stable': 0.658, 'parity': 0.4161, 'pos': 0.6264}, 'medio': {'corner': 0.5525, 'mob': 0.5135, 'stable': 0.4424, 'parity': 0.5259, 'pos': 0.4344}, 'final': {'corner': 0.5676, 'mob': 0.357, 'stable': 0.6716, 'parity': 0.6787, 'pos': 0.5542}}",minimax,minimax,36,64,61
"{'apertura': {'corner': 0.6653, 'mob': 0.5613, 'stable': 0.6406, 'parity': 0.4085, 'pos': 0.6191}, 'medio': {'corner': 0.5210070597615903, 'mob': 0.4945, 'stable': 0.4848, 'parity': 0.4938, 'pos': 0.4562}, 'final': {'corner': 0.4777, 'mob': 0.4182, 'stable': 0.6165, 'parity': 0.6647, 'pos': 0.5793}}",minimax,minimax,36,64,60
"{'apertura': {'corner': 0.6308, 'mob': 0.5465, 'stable': 0.649, 'parity': 0.4515, 'pos': 0.6272}, 'medio': {'corner': 0.5565, 'mob': 0.5329, 'stable': 0.5207, 'parity': 0.4675, 'pos': 0.5014}, 'final': {'corner': 0.5315, 'mob': 0.3621, 'stable': 0.6712, 'parity': 0.6028, 'pos': 0.5679}}",minimax,minimax,50,64,60
"{'apertura': {'corner': 0.6559, 'mob': 0.6468, 'stable': 0.5886, 'parity': 0.5306, 'pos': 0.6172}, 'medio': {'corner': 0.3391, 'mob': 0.5774, 'stable': 0.4403, 'parity': 0.4313, 'pos': 0.6275}, 'final': {'corner': 0.4871, 'mob': 0.4908, 'stable': 0.7273, 'parity': 0.7102, 'pos': 0.6359}}",minimax,"{'apertura': {'corner': 0.6559, 'mob': 0.6468, 'stable': 0.5886, 'parity': 0.5306, 'pos': 0.6172}, 'medio': {'corner': 0.3391, 'mob': 0.5774, 'stable': 0.4403, 'parity': 0.4313, 'pos': 0.6275}, 'final': {'corner': 0.4871, 'mob': 0.4908, 'stable': 0.7273, 'parity': 0.7102, 'pos': 0.6359}}",42,64,60
"{'apertura': {'corner': 0.6423, 'mob': 0.573, 'stable': 0.6409, 'parity': 0.4813, 'pos': 0.6073}, 'medio': {'corner': 0.4469, 'mob': 0.5515, 'stable': 0.4426, 'parity': 0.4837, 'pos': 0.5112}, 'final': {'corner': 0.548, 'mob': 0.4099, 'stable': 0.7048, 'parity': 0.7087, 'pos': 0.5611}}",minimax,minimax,43,61,60
"{'apertura': {'corner': 0.61, 'mob': 0.5443, 'stable': 0.6541, 'parity': 0.408, 'pos': 0.6307}, 'medio': {'corner': 0.5708, 'mob': 0.5033, 'stable': 0.5271, 'parity': 0.4818, 'pos': 0.4967}, 'final': {'corner': 0.4721, 'mob': 0.3983, 'stable': 0.6303, 'parity': 0.6074, 'pos': 0.6024}}",minimax,minimax,35,61,60
"{'apertura': {'corner': 0.6484, 'mob': 0.5116, 'stable': 0.6539, 'parity': 0.3916, 'pos': 0.6423}, 'medio': {'corner': 0.5801, 'mob': 0.501, 'stable': 0.4684, 'parity': 0.5198, 'pos': 0.4561}, 'final': {'corner': 0.5331, 'mob': 0.3681, 'stable': 0.6491, 'parity': 0.6376, 'pos': 0.5906}}",minimax,minimax,36,63,60
"{'apertura': {'corner': 0.6062, 'mob': 0.5585, 'stable': 0.6906, 'parity': 0.4517, 'pos': 0.5799}, 'medio': {'corner': 0.5126, 'mob': 0.5231, 'stable': 0.493, 'parity': 0.5036, 'pos': 0.4474}, 'final': {'corner': 0.5226, 'mob': 0.3871, 'stable': 0.6672, 'parity': 0.6929, 'pos': 0.5353}}",minimax,"{'apertura': {'corner': 0.6062, 'mob': 0.5585, 'stable': 0.6906, 'parity': 0.4517, 'pos': 0.5799}, 'medio': {'corner': 0.5126, 'mob': 0.5231, 'stable': 0.493, 'parity': 0.5036, 'pos': 0.4474}, 'final': {'corner': 0.5226, 'mob': 0.3871, 'stable': 0.6672, 'parity': 0.6929, 'pos': 0.5353}}",38,64,60
"{'apertura': {'corner': 0.6546, 'mob': 0.567, 'stable': 0.6201, 'parity': 0.4812, 'pos': 0.631}, 'medio': {'corner': 0.4688, 'mob': 0.5564, 'stable': 0.4565, 'parity': 0.4656, 'pos': 0.5382}, 'final': {'corner': 0.5525, 'mob': 0.3974, 'stable': 0.7068, 'parity': 0.6636, 'pos': 0.5774}}",minimax,minimax,47,64,62
"{'apertura': {'corner': 0.6785, 'mob': 0.5875, 'stable': 0.5912, 'parity': 0.5108, 'pos': 0.6347}, 'medio': {'corner': 0.3812, 'mob': 0.5799, 'stable': 0.3923, 'parity': 0.4637, 'pos': 0.5751}, 'final': {'corner': 0.5735, 'mob': 0.4327, 'stable': 0.7425, 'parity': 0.7244, 'pos': 0.5869}}",minimax,"{'apertura': {'corner': 0.6785, 'mob': 0.5875, 'stable': 0.5912, 'parity': 0.5108, 'pos': 0.6347}, 'medio': {'corner': 0.3812, 'mob': 0.5799, 'stable': 0.3923, 'parity': 0.4637, 'pos': 0.5751}, 'final': {'corner': 0.5735, 'mob': 0.4327, 'stable': 0.7425, 'parity': 0.7244, 'pos': 0.5869}}",37,62,59
"{'apertura': {'corner': 0.6395, 'mob': 0.5304, 'stable': 0.659, 'parity': 0.4163, 'pos': 0.6394}, 'medio': {'corner': 0.5874, 'mob': 0.5166, 'stable': 0.5261, 'parity': 0.4852, 'pos': 0.4999}, 'final': {'corner': 0.518, 'mob': 0.3636, 'stable': 0.654, 'parity': 0.5783, 'pos': 0.6013}}",minimax,minimax,42,64,60
"{'apertura': {'corner': 0.618, 'mob': 0.5443, 'stable': 0.6049, 'parity': 0.4124, 'pos': 0.6477}, 'medio': {'corner': 0.5213, 'mob': 0.5075, 'stable': 0.4604, 'parity': 0.4784, 'pos': 0.4812}, 'final': {'corner': 0.504, 'mob': 0.4122, 'stable': 0.6265, 'parity': 0.6602, 'pos': 0.5699}}",minimax,"{'apertura': {'corner': 0.618, 'mob': 0.5443, 'stable': 0.6049, 'parity': 0.4124, 'pos': 0.6477}, 'medio': {'corner': 0.5213, 'mob': 0.5075, 'stable': 0.4604, 'parity': 0.4784, 'pos': 0.4812}, 'final': {'corner': 0.504, 'mob': 0.4122, 'stable': 0.6265, 'parity': 0.6602, 'pos': 0.5699}}",37,63,59
"{'apertura': {'corner': 0.659, 'mob': 0.559, 'stable': 0.6251, 'parity': 0.4636, 'pos': 0.6371}, 'medio': {'corner': 0.4843, 'mob': 0.5482, 'stable': 0.4592, 'parity': 0.4745, 'pos': 0.5375}, 'final': {'corner': 0.5457, 'mob': 0.3982, 'stable': 0.6983, 'parity': 0.6514, 'pos': 0.5941}}",minimax,"{'apertura': {'corner': 0.659, 'mob': 0.559, 'stable': 0.6251, 'parity': 0.4636, 'pos': 0.6371}, 'medio': {'corner': 0.4843, 'mob': 0.5482, 'stable': 0.4592, 'parity': 0.4745, 'pos': 0.5375}, 'final': {'corner': 0.5457, 'mob': 0.3982, 'stable': 0.6983, 'parity': 0.6514, 'pos': 0.5941}}",50,63,64
"{'apertura': {'corner': 0.6306, 'mob': 0.5491, 'stable': 0.6641, 'parity': 0.441, 'pos': 0.6365}, 'medio': {'corner': 0.5947, 'mob': 0.5321, 'stable': 0.5838, 'parity': 0.4506, 'pos': 0.5436}, 'final': {'corner': 0.5029, 'mob': 0.3591, 'stable': 0.6588, 'parity': 0.519, 'pos': 0.612}}",minimax,minimax,53,64,60
"{'apertura': {'corner': 0.6459, 'mob': 0.6056, 'stable': 0.6501, 'parity': 0.3632, 'pos': 0.6337}, 'medio': {'corner': 0.5583, 'mob': 0.4741, 'stable': 0.4623, 'parity': 0.5075, 'pos': 0.4083}, 'final': {'corner': 0.5008, 'mob': 0.4021, 'stable': 0.5855, 'parity': 0.6652, 'pos': 0.562}}",minimax,"{'apertura': {'corner': 0.6459, 'mob': 0.6056, 'stable': 0.6501, 'parity': 0.3632, 'pos': 0.6337}, 'medio': {'corner': 0.5583, 'mob': 0.4741, 'stable': 0.4623, 'parity': 0.5075, 'pos': 0.4083}, 'final': {'corner': 0.5008, 'mob': 0.4021, 'stable': 0.5855, 'parity': 0.6652, 'pos': 0.562}}",36,64,60
"{'apertura': {'corner': 0.5927, 'mob': 0.5735, 'stable': 0.5518, 'parity': 0.4087, 'pos': 0.6689}, 'medio': {'corner': 0.4902, 'mob': 0.5016, 'stable': 0.4784, 'parity': 0.4308, 'pos': 0.5279}, 'final': {'corner': 0.4404, 'mob': 0.4674, 'stable': 0.5814, 'parity': 0.6416, 'pos': 0.5857}}",minimax,"{'apertura': {'corner': 0.5927, 'mob': 0.5735, 'stable': 0.5518, 'parity': 0.4087, 'pos': 0.6689}, 'medio': {'corner': 0.4902, 'mob': 0.5016, 'stable': 0.4784, 'parity': 0.4308, 'pos': 0.5279}, 'final': {'corner': 0.4404, 'mob': 0.4674, 'stable': 0.5814, 'parity': 0.6416, 'pos': 0.5857}}",37,63,59
"{'apertura': {'corner': 0.6481, 'mob': 0.5539, 'stable': 0.6448, 'parity': 0.43, 'pos': 0.6231}, 'medio': {'corner': 0.44243061500968794, 'mob': 0.5137, 'stable': 0.5028, 'parity': 0.4807, 'pos': 0.4788}, 'final': {'corner': 0.5046, 'mob': 0.3901, 'stable': 0.6439, 'parity': 0.6338, 'pos': 0.5736}}",minimax,minimax,44,64,60
"{'apertura': {'corner': 0.6349, 'mob': 0.5825, 'stable': 0.6587, 'parity': 0.367, 'pos': 0.6373}, 'medio': {'corner': 0.574, 'mob': 0.4836, 'stable': 0.4411, 'parity': 0.5236, 'pos': 0.3974}, 'final': {'corner': 0.5457, 'mob': 0.3715, 'stable': 0.613, 'parity': 0.6722, 'pos': 0.5494}}",minimax,"{'apertura': {'corner': 0.6349, 'mob': 0.5825, 'stable': 0.6587, 'parity': 0.367, 'pos': 0.6373}, 'medio': {'corner': 0.574, 'mob': 0.4836, 'stable': 0.4411, 'parity': 0.5236, 'pos': 0.3974}, 'final': {'corner': 0.5457, 'mob': 0.3715, 'stable': 0.613, 'parity': 0.6722, 'pos': 0.5494}}",48,64,60
"{'apertura': {'corner': 0.6285, 'mob': 0.5995, 'stable': 0.6618, 'parity': 0.3795, 'pos': 0.6423}, 'medio': {'corner': 0.5951, 'mob': 0.4929, 'stable': 0.5118, 'parity': 0.4859, 'pos': 0.452}, 'final': {'corner': 0.5133, 'mob': 0.3725, 'stable': 0.6066, 'parity': 0.5923, 'pos': 0.5783}}",minimax,"{'apertura': {'corner': 0.6285, 'mob': 0.5995, 'stable': 0.6618, 'parity': 0.3795, 'pos': 0.6423}, 'medio': {'corner': 0.5951, 'mob': 0.4929, 'stable': 0.5118, 'parity': 0.4859, 'pos': 0.452}, 'final': {'corner': 0.5133, 'mob': 0.3725, 'stable': 0.6066, 'parity': 0.5923, 'pos': 0.5783}}",40,64,60
